feature_path,label,filename
../data/processed/Taylor Swift - Cruel Summer.mp3_0.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_1.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_2.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_3.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_4.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_5.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_6.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_7.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_8.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_9.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_10.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_11.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_12.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_13.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_14.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_15.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_16.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_17.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_18.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_19.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_20.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_21.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_22.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_23.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_24.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_25.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_26.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_27.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_28.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_29.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_30.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_31.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_32.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_33.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_34.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_35.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_36.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_37.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_38.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_38_dup0.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_39.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_39_dup0.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_40.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_40_dup0.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_41.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_41_dup0.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_42.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_42_dup0.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_43.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_43_dup0.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_44.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_44_dup0.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_45.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_45_dup0.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_46.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_46_dup0.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_47.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_47_dup0.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_48.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_48_dup0.npy,1,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_49.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_50.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_51.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_52.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_53.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_54.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_55.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_56.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_57.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_58.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_59.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_60.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_61.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_62.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_63.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_64.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_65.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_66.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_67.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_68.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_69.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_70.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_71.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_72.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_73.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_74.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_75.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_76.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_77.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_78.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_79.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_80.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_81.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_82.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_83.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_84.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_85.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_86.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_87.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_88.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/Taylor Swift - Cruel Summer.mp3_89.npy,0,Taylor Swift - Cruel Summer.mp3
../data/processed/taylor swift-welcome to new york.mp3_0.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_1.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_2.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_3.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_4.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_5.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_6.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_7.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_8.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_9.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_10.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_11.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_12.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_13.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_14.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_15.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_16.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_17.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_18.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_19.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_20.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_21.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_22.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_23.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_24.npy,1,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_24_dup0.npy,1,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_25.npy,1,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_25_dup0.npy,1,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_26.npy,1,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_26_dup0.npy,1,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_27.npy,1,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_27_dup0.npy,1,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_28.npy,1,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_28_dup0.npy,1,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_29.npy,1,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_29_dup0.npy,1,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_30.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_31.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_32.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_33.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_34.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_35.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_36.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_37.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_38.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_39.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_40.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_41.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_42.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_43.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_44.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_45.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_46.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_47.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_48.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_49.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_50.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_51.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_52.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_53.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_54.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_55.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_56.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_57.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_58.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_59.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_60.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_61.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_62.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_63.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_64.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_65.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_66.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_67.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_68.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_69.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_70.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_71.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_72.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_73.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_74.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_75.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_76.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_77.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_78.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_79.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_80.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_81.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_82.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_83.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_84.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_85.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_86.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_87.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_88.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_89.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_90.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_91.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_92.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_93.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_94.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_95.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_96.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_97.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_98.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_99.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_100.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_101.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_102.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_103.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_104.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_105.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-welcome to new york.mp3_106.npy,0,taylor swift-welcome to new york.mp3
../data/processed/taylor swift-last christmas.mp3_0.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_1.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_2.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_3.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_4.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_5.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_6.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_7.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_8.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_9.npy,0,taylor swift-last christmas.mp3
